HomeTeam,AwayTeam,H Shots,A Shots,H SOT,A SOT,H Corners,A Corners,H Fouls,A Fouls,H Yellow,A Yellow,H Red,A Red,League,Match_Result
30,11,5.0,11.0,3.0,5.0,1.0,9.0,13.0,14.0,2.0,2.0,0.0,0.0,1,2
36,55,23.0,13.0,9.0,5.0,4.0,4.0,7.0,10.0,1.0,3.0,0.0,0.0,1,1
24,1,10.0,11.0,3.0,3.0,8.0,5.0,17.0,10.0,2.0,1.0,0.0,0.0,1,2
32,21,21.0,9.0,4.0,4.0,4.0,3.0,7.0,6.0,0.0,0.0,0.0,0.0,1,2
40,67,17.0,13.0,5.0,7.0,4.0,2.0,10.0,13.0,0.0,2.0,0.0,0.0,1,1
0,61,14.0,10.0,4.0,2.0,10.0,4.0,16.0,9.0,3.0,1.0,0.0,0.0,1,1
9,35,18.0,21.0,6.0,8.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,1,0
17,7,26.0,7.0,10.0,3.0,9.0,3.0,15.0,16.0,2.0,3.0,0.0,0.0,1,0
64,25,4.0,21.0,3.0,5.0,0.0,3.0,9.0,18.0,3.0,3.0,0.0,0.0,1,1
42,33,6.0,23.0,3.0,7.0,0.0,9.0,7.0,10.0,2.0,1.0,0.0,0.0,1,0
67,42,13.0,11.0,6.0,3.0,5.0,3.0,10.0,8.0,1.0,2.0,0.0,0.0,1,2
25,29,15.0,7.0,4.0,3.0,9.0,2.0,10.0,14.0,1.0,5.0,0.0,0.0,1,0
33,36,19.0,13.0,6.0,4.0,6.0,9.0,10.0,13.0,2.0,4.0,0.0,0.0,1,0
61,40,13.0,14.0,4.0,4.0,9.0,10.0,11.0,15.0,1.0,4.0,0.0,0.0,1,2
1,32,13.0,4.0,5.0,2.0,7.0,2.0,10.0,11.0,0.0,1.0,0.0,0.0,1,1
7,24,19.0,9.0,8.0,0.0,9.0,3.0,15.0,14.0,2.0,2.0,0.0,0.0,1,1
21,17,13.0,15.0,6.0,1.0,6.0,6.0,9.0,12.0,0.0,2.0,0.0,0.0,1,0
35,64,10.0,17.0,7.0,4.0,7.0,1.0,8.0,13.0,2.0,1.0,0.0,0.0,1,1
55,9,8.0,20.0,1.0,11.0,2.0,2.0,10.0,4.0,2.0,0.0,0.0,0.0,1,2
10,0,11.0,9.0,4.0,3.0,2.0,5.0,17.0,14.0,2.0,3.0,0.0,0.0,1,0
9,0,5.0,14.0,2.0,5.0,4.0,3.0,6.0,8.0,1.0,2.0,0.0,0.0,1,2
1,10,20.0,13.0,4.0,4.0,12.0,3.0,9.0,14.0,2.0,3.0,0.0,0.0,1,0
29,17,9.0,20.0,6.0,5.0,4.0,7.0,9.0,5.0,4.0,4.0,0.0,0.0,1,1
36,40,10.0,12.0,0.0,4.0,2.0,3.0,13.0,8.0,1.0,1.0,0.0,0.0,1,2
32,35,11.0,14.0,4.0,5.0,4.0,4.0,11.0,6.0,2.0,1.0,0.0,0.0,1,2
21,55,19.0,7.0,10.0,3.0,8.0,7.0,18.0,19.0,2.0,3.0,0.0,0.0,1,1
24,42,13.0,11.0,2.0,7.0,5.0,4.0,13.0,10.0,4.0,1.0,0.0,0.0,1,2
25,7,11.0,16.0,6.0,9.0,1.0,7.0,7.0,16.0,1.0,3.0,0.0,0.0,1,0
61,67,13.0,11.0,3.0,3.0,5.0,5.0,9.0,10.0,1.0,2.0,0.0,0.0,1,0
64,33,7.0,22.0,0.0,13.0,3.0,6.0,7.0,10.0,0.0,0.0,0.0,0.0,1,2
11,9,24.0,8.0,7.0,3.0,5.0,3.0,6.0,12.0,0.0,2.0,0.0,0.0,1,0
0,30,13.0,3.0,5.0,0.0,5.0,1.0,7.0,12.0,1.0,1.0,0.0,0.0,1,1
35,24,24.0,8.0,5.0,3.0,8.0,5.0,5.0,10.0,1.0,4.0,0.0,0.0,1,0
7,21,18.0,10.0,4.0,4.0,5.0,2.0,13.0,12.0,2.0,2.0,0.0,0.0,1,0
17,25,12.0,14.0,8.0,7.0,3.0,1.0,13.0,13.0,1.0,3.0,0.0,0.0,1,2
40,1,22.0,4.0,8.0,1.0,9.0,6.0,15.0,10.0,2.0,1.0,0.0,1.0,1,1
42,61,10.0,13.0,3.0,4.0,2.0,7.0,12.0,13.0,3.0,2.0,0.0,1.0,1,1
55,64,18.0,16.0,5.0,2.0,2.0,2.0,15.0,8.0,1.0,2.0,0.0,0.0,1,2
67,36,7.0,11.0,4.0,4.0,4.0,4.0,12.0,12.0,2.0,2.0,0.0,1.0,1,1
33,32,19.0,4.0,7.0,1.0,14.0,1.0,17.0,5.0,3.0,2.0,0.0,0.0,1,1
24,17,5.0,12.0,4.0,5.0,2.0,5.0,20.0,12.0,4.0,1.0,0.0,0.0,1,0
25,55,16.0,5.0,5.0,1.0,6.0,5.0,8.0,15.0,1.0,3.0,0.0,0.0,1,0
32,67,9.0,8.0,5.0,4.0,6.0,1.0,15.0,16.0,2.0,0.0,0.0,0.0,1,2
36,7,23.0,10.0,7.0,5.0,13.0,1.0,11.0,11.0,1.0,3.0,0.0,0.0,1,2
61,33,9.0,24.0,5.0,12.0,7.0,5.0,7.0,9.0,1.0,2.0,0.0,0.0,1,2
1,35,11.0,12.0,6.0,6.0,5.0,4.0,14.0,7.0,3.0,3.0,0.0,0.0,1,1
9,42,7.0,10.0,3.0,6.0,9.0,5.0,9.0,14.0,3.0,4.0,0.0,0.0,1,2
29,40,10.0,15.0,2.0,7.0,2.0,1.0,9.0,7.0,2.0,0.0,0.0,0.0,1,2
64,10,11.0,12.0,4.0,6.0,8.0,4.0,14.0,20.0,2.0,2.0,0.0,0.0,1,0
21,0,15.0,14.0,6.0,6.0,3.0,3.0,9.0,8.0,2.0,2.0,0.0,0.0,1,2
7,64,29.0,16.0,9.0,3.0,12.0,6.0,6.0,11.0,0.0,2.0,0.0,0.0,1,0
17,9,26.0,9.0,8.0,4.0,8.0,5.0,11.0,7.0,0.0,2.0,1.0,0.0,1,1
10,21,17.0,13.0,5.0,5.0,8.0,5.0,11.0,15.0,1.0,4.0,0.0,0.0,1,2
35,36,10.0,10.0,3.0,3.0,8.0,2.0,5.0,14.0,1.0,1.0,0.0,0.0,1,2
55,61,9.0,18.0,3.0,9.0,2.0,5.0,8.0,15.0,1.0,3.0,0.0,0.0,1,2
0,24,13.0,2.0,5.0,0.0,8.0,2.0,6.0,9.0,0.0,3.0,0.0,0.0,1,0
42,1,17.0,8.0,6.0,2.0,4.0,3.0,12.0,6.0,0.0,1.0,0.0,0.0,1,1
40,32,27.0,4.0,11.0,1.0,5.0,2.0,7.0,16.0,3.0,3.0,0.0,0.0,1,1
33,25,16.0,12.0,4.0,3.0,5.0,4.0,10.0,7.0,3.0,4.0,1.0,0.0,1,0
67,29,16.0,10.0,6.0,5.0,7.0,3.0,13.0,9.0,0.0,2.0,1.0,0.0,1,2
64,67,19.0,19.0,4.0,5.0,11.0,0.0,12.0,17.0,5.0,4.0,0.0,0.0,1,1
25,0,2.0,12.0,2.0,4.0,0.0,6.0,10.0,9.0,4.0,2.0,0.0,0.0,1,0
32,10,10.0,16.0,3.0,7.0,5.0,5.0,9.0,10.0,1.0,2.0,0.0,0.0,1,0
29,7,18.0,22.0,5.0,6.0,6.0,13.0,9.0,13.0,2.0,1.0,0.0,0.0,1,2
61,17,13.0,17.0,5.0,8.0,5.0,10.0,17.0,11.0,2.0,2.0,0.0,0.0,1,2
36,42,17.0,11.0,7.0,3.0,5.0,3.0,10.0,13.0,0.0,2.0,0.0,0.0,1,2
21,35,12.0,12.0,3.0,4.0,6.0,8.0,4.0,10.0,1.0,0.0,0.0,1.0,1,0
1,55,18.0,4.0,5.0,0.0,14.0,1.0,18.0,15.0,1.0,3.0,0.0,0.0,1,1
9,40,11.0,16.0,8.0,3.0,3.0,4.0,10.0,7.0,3.0,0.0,0.0,0.0,1,1
7,61,21.0,12.0,8.0,4.0,5.0,9.0,15.0,8.0,2.0,2.0,0.0,0.0,1,1
25,10,6.0,13.0,2.0,3.0,5.0,6.0,7.0,8.0,2.0,2.0,0.0,0.0,1,1
35,42,17.0,12.0,7.0,3.0,8.0,2.0,7.0,15.0,2.0,4.0,0.0,0.0,1,1
24,67,13.0,6.0,4.0,2.0,3.0,4.0,10.0,8.0,2.0,0.0,0.0,0.0,1,1
1,9,20.0,9.0,10.0,1.0,10.0,5.0,11.0,15.0,2.0,2.0,0.0,0.0,1,1
0,36,14.0,5.0,6.0,2.0,13.0,0.0,12.0,8.0,1.0,3.0,0.0,0.0,1,1
55,17,6.0,26.0,4.0,13.0,5.0,7.0,7.0,14.0,1.0,0.0,1.0,0.0,1,2
40,33,17.0,16.0,6.0,5.0,5.0,6.0,9.0,17.0,2.0,5.0,0.0,0.0,1,0
32,64,8.0,31.0,6.0,10.0,3.0,9.0,9.0,7.0,2.0,2.0,0.0,0.0,1,1
29,21,9.0,13.0,2.0,3.0,4.0,7.0,14.0,13.0,2.0,4.0,0.0,0.0,1,2
33,35,18.0,8.0,7.0,2.0,7.0,4.0,9.0,8.0,1.0,3.0,0.0,0.0,1,1
17,1,17.0,10.0,8.0,4.0,3.0,4.0,21.0,6.0,2.0,2.0,0.0,0.0,1,1
36,24,11.0,8.0,5.0,2.0,2.0,2.0,12.0,12.0,2.0,3.0,0.0,0.0,1,1
61,25,8.0,14.0,3.0,6.0,7.0,11.0,4.0,14.0,0.0,1.0,0.0,1.0,1,0
9,32,13.0,7.0,6.0,3.0,5.0,4.0,9.0,10.0,1.0,1.0,0.0,0.0,1,1
42,29,12.0,7.0,5.0,3.0,8.0,7.0,5.0,16.0,1.0,3.0,0.0,0.0,1,1
64,0,12.0,16.0,5.0,7.0,2.0,10.0,10.0,13.0,4.0,1.0,0.0,0.0,1,2
21,40,16.0,1.0,4.0,0.0,8.0,9.0,12.0,11.0,3.0,3.0,0.0,0.0,1,0
67,7,10.0,12.0,3.0,8.0,3.0,4.0,13.0,11.0,4.0,1.0,0.0,0.0,1,2
10,55,22.0,10.0,5.0,2.0,7.0,6.0,20.0,16.0,2.0,4.0,0.0,0.0,1,0
40,64,18.0,15.0,2.0,6.0,8.0,3.0,11.0,8.0,1.0,0.0,0.0,0.0,1,2
29,36,11.0,11.0,6.0,4.0,4.0,3.0,11.0,10.0,0.0,0.0,0.0,0.0,1,0
55,33,7.0,27.0,5.0,11.0,3.0,10.0,11.0,9.0,3.0,4.0,0.0,0.0,1,2
25,67,10.0,10.0,3.0,5.0,7.0,2.0,14.0,14.0,3.0,0.0,0.0,0.0,1,2
7,10,19.0,6.0,5.0,4.0,7.0,0.0,13.0,10.0,2.0,2.0,0.0,1.0,1,2
24,9,27.0,9.0,5.0,2.0,10.0,4.0,8.0,10.0,0.0,0.0,0.0,1.0,1,0
35,61,23.0,9.0,5.0,7.0,9.0,3.0,19.0,9.0,4.0,2.0,0.0,0.0,1,2
32,17,4.0,16.0,1.0,7.0,2.0,9.0,15.0,12.0,4.0,3.0,0.0,0.0,1,2
0,42,19.0,7.0,7.0,0.0,8.0,1.0,10.0,1.0,3.0,2.0,0.0,0.0,1,1
1,21,17.0,13.0,5.0,6.0,10.0,1.0,10.0,11.0,3.0,2.0,0.0,0.0,1,0
42,40,9.0,17.0,3.0,6.0,4.0,5.0,13.0,6.0,1.0,1.0,0.0,0.0,1,2
61,29,17.0,8.0,5.0,3.0,12.0,2.0,10.0,19.0,1.0,5.0,0.0,0.0,1,2
17,0,17.0,13.0,3.0,3.0,4.0,3.0,12.0,12.0,4.0,2.0,0.0,0.0,1,0
36,32,13.0,6.0,3.0,5.0,1.0,5.0,9.0,5.0,0.0,1.0,0.0,0.0,1,1
64,24,11.0,18.0,6.0,4.0,7.0,6.0,10.0,9.0,1.0,2.0,0.0,0.0,1,0
33,1,14.0,12.0,5.0,2.0,2.0,9.0,11.0,15.0,0.0,3.0,0.0,0.0,1,1
9,7,12.0,15.0,6.0,3.0,6.0,4.0,8.0,16.0,2.0,4.0,0.0,0.0,1,1
21,25,13.0,17.0,5.0,7.0,1.0,8.0,10.0,11.0,1.0,1.0,1.0,0.0,1,2
67,55,8.0,9.0,4.0,0.0,1.0,9.0,14.0,12.0,1.0,4.0,0.0,0.0,1,1
10,35,10.0,15.0,4.0,6.0,0.0,4.0,12.0,10.0,3.0,3.0,0.0,0.0,1,1
25,9,26.0,5.0,12.0,2.0,11.0,3.0,3.0,10.0,2.0,1.0,0.0,0.0,1,1
36,17,11.0,12.0,4.0,3.0,4.0,8.0,19.0,14.0,6.0,2.0,0.0,0.0,1,0
61,1,16.0,12.0,6.0,1.0,6.0,4.0,14.0,14.0,2.0,0.0,0.0,0.0,1,1
29,32,14.0,20.0,2.0,6.0,4.0,6.0,11.0,10.0,4.0,2.0,1.0,0.0,1,0
33,10,16.0,13.0,8.0,5.0,10.0,7.0,10.0,18.0,1.0,1.0,0.0,0.0,1,1
55,24,9.0,16.0,2.0,5.0,3.0,6.0,14.0,18.0,4.0,2.0,0.0,0.0,1,1
67,21,11.0,19.0,6.0,7.0,3.0,6.0,7.0,9.0,1.0,2.0,0.0,0.0,1,0
42,64,19.0,4.0,6.0,2.0,11.0,6.0,7.0,9.0,1.0,2.0,0.0,1.0,1,1
40,0,9.0,10.0,4.0,1.0,4.0,6.0,16.0,18.0,4.0,4.0,0.0,0.0,1,1
7,35,12.0,18.0,6.0,4.0,3.0,10.0,11.0,6.0,2.0,1.0,0.0,0.0,1,1
0,33,9.0,9.0,3.0,4.0,1.0,3.0,14.0,14.0,2.0,2.0,0.0,0.0,1,0
17,40,17.0,11.0,7.0,3.0,7.0,4.0,13.0,16.0,6.0,3.0,0.0,0.0,1,1
64,36,12.0,18.0,3.0,5.0,6.0,5.0,6.0,7.0,5.0,1.0,0.0,0.0,1,1
21,61,14.0,11.0,6.0,3.0,8.0,8.0,16.0,12.0,4.0,4.0,0.0,0.0,1,1
35,55,22.0,5.0,8.0,2.0,12.0,1.0,9.0,9.0,1.0,3.0,0.0,0.0,1,1
10,67,19.0,14.0,6.0,7.0,9.0,6.0,12.0,10.0,3.0,3.0,0.0,0.0,1,0
24,25,10.0,14.0,5.0,3.0,4.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,1,0
9,29,20.0,11.0,9.0,5.0,5.0,5.0,7.0,10.0,0.0,1.0,0.0,1.0,1,1
1,7,18.0,11.0,8.0,3.0,9.0,7.0,12.0,14.0,7.0,6.0,0.0,0.0,1,0
32,42,11.0,20.0,1.0,5.0,6.0,7.0,16.0,9.0,5.0,2.0,0.0,0.0,1,2
42,21,20.0,20.0,6.0,7.0,6.0,6.0,9.0,12.0,2.0,3.0,0.0,0.0,1,1
67,35,3.0,22.0,2.0,7.0,1.0,18.0,8.0,5.0,4.0,1.0,0.0,0.0,1,2
33,17,9.0,12.0,5.0,2.0,1.0,6.0,12.0,13.0,4.0,3.0,0.0,0.0,1,1
7,0,13.0,6.0,4.0,1.0,7.0,4.0,12.0,11.0,1.0,1.0,0.0,1.0,1,1
36,9,23.0,8.0,11.0,2.0,9.0,2.0,14.0,5.0,2.0,2.0,0.0,0.0,1,1
55,32,14.0,18.0,7.0,4.0,10.0,6.0,10.0,10.0,5.0,3.0,1.0,0.0,1,2
25,1,10.0,14.0,4.0,5.0,6.0,11.0,8.0,11.0,3.0,3.0,1.0,1.0,1,2
29,24,13.0,11.0,2.0,8.0,5.0,8.0,12.0,10.0,1.0,1.0,0.0,0.0,1,2
40,10,21.0,10.0,6.0,5.0,9.0,4.0,11.0,9.0,2.0,2.0,0.0,0.0,1,2
61,64,22.0,11.0,7.0,4.0,13.0,5.0,10.0,15.0,1.0,3.0,0.0,1.0,1,1
1,36,11.0,10.0,1.0,4.0,6.0,3.0,12.0,11.0,1.0,5.0,0.0,0.0,1,0
17,42,22.0,16.0,8.0,9.0,11.0,3.0,12.0,11.0,6.0,2.0,0.0,1.0,1,0
10,61,11.0,13.0,4.0,3.0,4.0,7.0,14.0,10.0,2.0,2.0,0.0,0.0,1,1
24,40,8.0,14.0,2.0,3.0,0.0,10.0,12.0,8.0,1.0,2.0,0.0,0.0,1,0
0,55,29.0,8.0,6.0,2.0,13.0,1.0,10.0,9.0,0.0,3.0,0.0,0.0,1,1
64,29,23.0,9.0,13.0,2.0,5.0,5.0,12.0,6.0,0.0,1.0,0.0,0.0,1,1
21,33,9.0,16.0,5.0,4.0,3.0,8.0,7.0,15.0,4.0,2.0,0.0,0.0,1,2
35,25,20.0,11.0,7.0,4.0,8.0,3.0,4.0,10.0,2.0,1.0,0.0,0.0,1,1
32,7,6.0,17.0,2.0,2.0,0.0,9.0,12.0,14.0,4.0,1.0,0.0,0.0,1,1
9,67,19.0,17.0,12.0,6.0,10.0,3.0,9.0,10.0,2.0,3.0,0.0,0.0,1,1
7,55,14.0,9.0,6.0,3.0,7.0,4.0,19.0,12.0,2.0,5.0,0.0,0.0,1,1
36,61,11.0,24.0,2.0,10.0,5.0,3.0,16.0,14.0,5.0,3.0,1.0,0.0,1,2
29,1,15.0,7.0,5.0,3.0,10.0,0.0,10.0,14.0,4.0,1.0,0.0,0.0,1,0
40,35,11.0,16.0,4.0,6.0,5.0,6.0,14.0,10.0,4.0,4.0,0.0,0.0,1,0
42,25,11.0,14.0,1.0,2.0,6.0,5.0,11.0,15.0,2.0,4.0,0.0,0.0,1,2
9,64,8.0,19.0,3.0,3.0,7.0,7.0,2.0,11.0,2.0,3.0,0.0,0.0,1,0
0,32,36.0,5.0,16.0,3.0,17.0,0.0,11.0,6.0,2.0,4.0,0.0,0.0,1,1
67,33,8.0,10.0,3.0,6.0,2.0,10.0,16.0,8.0,2.0,3.0,0.0,0.0,1,2
24,21,8.0,17.0,2.0,5.0,5.0,8.0,13.0,11.0,2.0,1.0,0.0,0.0,1,1
17,10,15.0,15.0,7.0,5.0,8.0,2.0,11.0,8.0,3.0,2.0,0.0,0.0,1,1
35,0,33.0,5.0,11.0,3.0,8.0,2.0,7.0,10.0,3.0,4.0,0.0,1.0,1,0
10,42,14.0,4.0,3.0,3.0,9.0,1.0,12.0,11.0,3.0,4.0,0.0,1.0,1,0
33,7,19.0,19.0,13.0,6.0,3.0,9.0,10.0,12.0,1.0,4.0,0.0,0.0,1,1
25,40,22.0,15.0,11.0,4.0,6.0,0.0,16.0,8.0,6.0,0.0,0.0,0.0,1,1
1,67,9.0,10.0,4.0,4.0,6.0,5.0,11.0,16.0,3.0,6.0,0.0,0.0,1,1
55,29,11.0,13.0,3.0,6.0,2.0,10.0,16.0,16.0,4.0,4.0,0.0,0.0,1,0
21,36,9.0,15.0,4.0,6.0,4.0,11.0,7.0,12.0,3.0,1.0,0.0,0.0,1,0
61,9,23.0,6.0,10.0,6.0,9.0,4.0,11.0,9.0,3.0,1.0,0.0,0.0,1,1
32,24,12.0,16.0,2.0,5.0,6.0,1.0,11.0,12.0,1.0,2.0,0.0,0.0,1,0
64,17,15.0,12.0,7.0,5.0,6.0,5.0,17.0,9.0,5.0,2.0,0.0,0.0,1,2
67,40,12.0,14.0,5.0,6.0,4.0,7.0,17.0,6.0,3.0,3.0,0.0,0.0,1,2
61,0,15.0,7.0,5.0,4.0,7.0,6.0,13.0,10.0,5.0,3.0,0.0,0.0,1,2
7,17,19.0,10.0,7.0,3.0,6.0,3.0,16.0,9.0,6.0,8.0,0.0,0.0,1,2
55,36,6.0,20.0,4.0,10.0,0.0,7.0,11.0,14.0,1.0,4.0,1.0,0.0,1,2
21,32,20.0,9.0,4.0,4.0,5.0,2.0,11.0,15.0,0.0,3.0,0.0,0.0,1,0
10,29,21.0,6.0,6.0,1.0,9.0,2.0,14.0,16.0,4.0,3.0,0.0,0.0,1,0
33,42,14.0,5.0,5.0,3.0,7.0,2.0,15.0,6.0,4.0,4.0,0.0,0.0,1,2
35,9,18.0,8.0,7.0,5.0,12.0,3.0,9.0,3.0,3.0,1.0,0.0,0.0,1,1
1,24,17.0,6.0,8.0,2.0,6.0,2.0,10.0,12.0,1.0,4.0,0.0,0.0,1,1
25,64,21.0,11.0,5.0,3.0,3.0,2.0,15.0,18.0,2.0,3.0,0.0,0.0,1,0
40,61,9.0,20.0,3.0,6.0,7.0,12.0,16.0,13.0,4.0,4.0,0.0,0.0,1,1
17,21,13.0,9.0,7.0,3.0,4.0,5.0,9.0,13.0,4.0,2.0,0.0,0.0,1,0
36,33,8.0,11.0,3.0,3.0,5.0,2.0,7.0,7.0,4.0,1.0,0.0,0.0,1,2
42,67,16.0,11.0,5.0,3.0,7.0,3.0,15.0,18.0,3.0,4.0,0.0,0.0,1,0
24,7,18.0,17.0,8.0,7.0,8.0,4.0,6.0,1.0,2.0,1.0,0.0,0.0,1,2
9,55,20.0,18.0,7.0,6.0,2.0,8.0,10.0,7.0,2.0,1.0,0.0,0.0,1,1
64,35,10.0,23.0,2.0,8.0,3.0,11.0,10.0,3.0,3.0,2.0,0.0,0.0,1,2
32,1,9.0,10.0,3.0,5.0,1.0,4.0,13.0,21.0,4.0,5.0,0.0,0.0,1,2
0,10,11.0,22.0,7.0,4.0,3.0,7.0,12.0,7.0,3.0,2.0,1.0,0.0,1,0
29,25,11.0,9.0,4.0,4.0,8.0,6.0,15.0,15.0,2.0,3.0,0.0,0.0,1,0
67,17,12.0,14.0,4.0,8.0,5.0,5.0,13.0,13.0,2.0,3.0,0.0,0.0,1,2
33,9,19.0,8.0,8.0,2.0,9.0,4.0,10.0,7.0,2.0,3.0,0.0,0.0,1,1
7,40,16.0,14.0,4.0,5.0,8.0,9.0,19.0,8.0,2.0,2.0,0.0,0.0,1,0
61,24,13.0,10.0,7.0,1.0,12.0,5.0,11.0,15.0,0.0,0.0,0.0,0.0,1,1
35,29,14.0,1.0,5.0,1.0,10.0,1.0,4.0,15.0,2.0,3.0,0.0,0.0,1,1
1,0,11.0,9.0,3.0,4.0,4.0,1.0,8.0,15.0,1.0,3.0,0.0,0.0,1,2
55,42,5.0,23.0,1.0,8.0,4.0,10.0,14.0,14.0,3.0,3.0,0.0,0.0,1,2
21,64,14.0,18.0,2.0,3.0,3.0,3.0,9.0,17.0,1.0,1.0,0.0,0.0,1,2
25,32,18.0,10.0,6.0,4.0,7.0,5.0,14.0,13.0,2.0,2.0,0.0,0.0,1,1
10,36,14.0,11.0,5.0,4.0,4.0,4.0,9.0,13.0,1.0,2.0,0.0,0.0,1,1
32,61,7.0,15.0,3.0,7.0,2.0,13.0,11.0,12.0,1.0,1.0,0.0,0.0,1,0
9,21,9.0,14.0,5.0,6.0,4.0,7.0,6.0,15.0,1.0,5.0,0.0,0.0,1,1
17,35,10.0,11.0,3.0,5.0,4.0,3.0,12.0,9.0,1.0,1.0,0.0,0.0,1,2
64,1,14.0,15.0,3.0,3.0,5.0,3.0,18.0,11.0,1.0,2.0,0.0,0.0,1,2
40,55,3.0,19.0,1.0,4.0,3.0,12.0,15.0,16.0,2.0,4.0,1.0,0.0,1,1
29,33,7.0,18.0,2.0,5.0,2.0,10.0,9.0,18.0,3.0,1.0,0.0,0.0,1,2
0,67,18.0,9.0,6.0,3.0,8.0,2.0,17.0,14.0,2.0,2.0,0.0,0.0,1,1
42,7,14.0,13.0,8.0,4.0,2.0,6.0,17.0,8.0,1.0,3.0,0.0,0.0,1,0
24,10,9.0,10.0,1.0,5.0,1.0,5.0,8.0,8.0,1.0,1.0,1.0,0.0,1,2
36,25,14.0,10.0,5.0,2.0,7.0,8.0,12.0,10.0,2.0,3.0,0.0,0.0,1,1
17,7,16.0,22.0,6.0,5.0,6.0,5.0,5.0,9.0,2.0,3.0,0.0,0.0,1,1
10,36,17.0,11.0,3.0,4.0,7.0,5.0,10.0,9.0,1.0,3.0,0.0,0.0,1,2
21,1,15.0,8.0,9.0,2.0,2.0,4.0,10.0,8.0,1.0,4.0,0.0,0.0,1,1
0,24,26.0,5.0,5.0,2.0,8.0,1.0,8.0,11.0,4.0,3.0,0.0,0.0,1,1
53,61,6.0,18.0,1.0,9.0,2.0,6.0,11.0,9.0,2.0,0.0,0.0,0.0,1,2
33,67,36.0,4.0,14.0,3.0,10.0,2.0,14.0,11.0,1.0,1.0,0.0,1.0,1,1
13,42,20.0,12.0,3.0,6.0,4.0,3.0,11.0,5.0,1.0,0.0,0.0,0.0,1,2
9,40,10.0,12.0,5.0,7.0,3.0,0.0,15.0,11.0,4.0,4.0,0.0,0.0,1,2
35,64,28.0,3.0,12.0,2.0,11.0,2.0,3.0,12.0,0.0,1.0,0.0,0.0,1,1
34,25,15.0,15.0,6.0,7.0,4.0,4.0,15.0,20.0,5.0,4.0,0.0,0.0,1,2
36,40,17.0,21.0,8.0,8.0,9.0,9.0,16.0,7.0,3.0,3.0,0.0,0.0,1,1
10,17,12.0,13.0,2.0,6.0,4.0,6.0,13.0,14.0,2.0,2.0,0.0,1.0,1,2
61,35,10.0,8.0,5.0,5.0,7.0,4.0,14.0,11.0,3.0,3.0,0.0,0.0,1,2
1,33,19.0,14.0,5.0,7.0,5.0,4.0,11.0,15.0,1.0,1.0,0.0,0.0,1,0
36,0,14.0,11.0,2.0,5.0,4.0,7.0,5.0,6.0,0.0,2.0,0.0,0.0,1,2
25,35,1.0,16.0,1.0,9.0,1.0,7.0,9.0,6.0,1.0,0.0,1.0,0.0,1,2
67,21,13.0,13.0,7.0,3.0,8.0,3.0,13.0,12.0,3.0,2.0,0.0,1.0,1,2
40,10,18.0,15.0,7.0,4.0,8.0,4.0,9.0,16.0,3.0,4.0,0.0,0.0,1,0
64,34,24.0,4.0,8.0,1.0,7.0,6.0,9.0,15.0,1.0,3.0,0.0,0.0,1,1
61,13,21.0,7.0,9.0,3.0,9.0,3.0,10.0,14.0,3.0,5.0,0.0,0.0,1,1
24,53,15.0,13.0,6.0,1.0,3.0,6.0,6.0,11.0,1.0,2.0,0.0,0.0,1,1
42,17,20.0,12.0,4.0,5.0,5.0,6.0,14.0,8.0,2.0,3.0,0.0,0.0,1,2
7,9,13.0,11.0,4.0,5.0,3.0,8.0,16.0,12.0,2.0,2.0,0.0,0.0,1,2
21,36,18.0,7.0,10.0,2.0,6.0,3.0,12.0,8.0,1.0,1.0,0.0,0.0,1,1
33,61,25.0,11.0,13.0,6.0,8.0,3.0,14.0,12.0,1.0,4.0,0.0,0.0,1,1
10,1,15.0,2.0,8.0,1.0,7.0,3.0,13.0,10.0,2.0,1.0,0.0,0.0,1,1
17,64,25.0,13.0,14.0,2.0,8.0,6.0,12.0,10.0,1.0,3.0,0.0,0.0,1,1
35,67,20.0,2.0,12.0,1.0,6.0,0.0,4.0,17.0,0.0,4.0,0.0,0.0,1,1
13,40,17.0,23.0,5.0,11.0,4.0,11.0,8.0,8.0,2.0,2.0,0.0,0.0,1,2
53,42,17.0,15.0,5.0,4.0,5.0,3.0,9.0,7.0,0.0,1.0,1.0,0.0,1,2
0,7,25.0,7.0,9.0,2.0,6.0,1.0,16.0,12.0,2.0,3.0,0.0,0.0,1,1
9,25,7.0,15.0,3.0,3.0,7.0,6.0,3.0,6.0,1.0,1.0,0.0,0.0,1,0
34,24,18.0,10.0,5.0,3.0,8.0,7.0,14.0,12.0,1.0,3.0,0.0,0.0,1,0
17,61,16.0,19.0,5.0,3.0,4.0,9.0,12.0,16.0,0.0,1.0,0.0,0.0,1,1
61,0,14.0,9.0,2.0,3.0,8.0,6.0,12.0,16.0,2.0,1.0,0.0,0.0,1,2
7,10,15.0,13.0,6.0,1.0,8.0,2.0,14.0,10.0,2.0,2.0,0.0,0.0,1,1
42,35,14.0,11.0,2.0,5.0,4.0,5.0,8.0,6.0,0.0,0.0,0.0,0.0,1,2
1,17,9.0,21.0,4.0,5.0,2.0,4.0,13.0,14.0,3.0,5.0,0.0,0.0,1,0
40,53,20.0,15.0,7.0,5.0,4.0,5.0,9.0,10.0,0.0,0.0,0.0,0.0,1,1
